CustomerID,Total_Spend,Average_Order_Value,Median_Order_Value,Maximum_Order_Value,Minimum_Order_Value,Total_Quantity,Average_Quantity,Maximum_Quantity,Minimum_Quantity,Total_Transactions,Unique_Products,Unique_Descriptions,Average_Unit_Price,Maximum_Unit_Price,Minimum_Unit_Price,Countries,First_Purchase,Last_Purchase,Recency,Customer_Lifetime,Spend_per_Transaction,Quantity_per_Transaction,Product_Diversity,Cancellation_Rate
12362,5226.23,19.647481203007516,16.95,60.0,2.88,2229,8.3796992481203,36,1,10,201,201,3.94093984962406,29.95,0.12,1,2011-02-17 10:30:00,2011-12-06 15:40:00,3,292,522.6229999999999,222.9,20.1,0.6153846153846154
12363,552.0,24.0,17.4,69.36,13.200000000000001,408,17.73913043478261,36,2,2,23,23,2.3117391304347827,7.95,0.55,1,2011-04-11 13:29:00,2011-08-22 10:18:00,110,132,276.0,204.0,11.5,0.0
12364,1313.1,15.448235294117646,13.200000000000001,64.8,5.04,1506,17.71764705882353,180,1,4,70,70,1.910235294117647,15.0,0.36,1,2011-08-19 15:24:00,2011-12-02 10:22:00,8,104,328.275,376.5,17.5,0.0
12365,641.38,29.153636363636362,16.0,320.69,5.04,174,7.909090909090909,12,1,2,22,22,17.150454545454547,320.69,0.42,1,2011-02-21 13:51:00,2011-02-21 14:04:00,291,0,320.69,87.0,11.0,0.3333333333333333
12367,168.9,15.354545454545455,13.5,23.4,9.9,173,15.727272727272727,60,1,1,11,11,3.2,18.0,0.21,1,2011-12-05 16:48:00,2011-12-05 16:48:00,4,0,168.9,173.0,11.0,0.0
12370,3545.69,21.231676646706585,15.0,163.2,1.25,2353,14.089820359281438,288,1,4,143,143,2.800299401197605,40.0,0.21,2,2010-12-14 12:58:00,2011-10-19 14:51:00,51,309,886.4225,588.25,35.75,0.0
12371,1887.96,29.96761904761905,22.5,360.0,4.68,591,9.380952380952381,36,3,2,63,63,3.8742857142857146,40.0,0.39,1,2011-10-11 10:43:00,2011-10-26 10:16:00,45,14,943.98,295.5,31.5,0.0
12372,1298.04,24.962307692307693,19.799999999999997,70.80000000000001,10.08,794,15.26923076923077,36,2,3,34,34,3.001346153846154,18.0,0.42,1,2011-02-16 12:46:00,2011-09-29 12:12:00,72,224,432.68,264.6666666666667,11.333333333333334,0.0
12373,364.6,26.042857142857144,22.65,40.0,8.5,197,14.071428571428571,30,1,1,14,14,4.582142857142857,40.0,0.85,1,2011-02-01 13:10:00,2011-02-01 13:10:00,311,0,364.6,197.0,14.0,0.0
12374,742.9300000000001,22.513030303030305,17.0,120.0,5.04,342,10.363636363636363,24,2,1,33,33,4.21969696969697,40.0,0.42,1,2011-11-14 15:37:00,2011-11-14 15:37:00,25,0,742.9300000000001,342.0,33.0,0.0
12375,457.5,26.91176470588235,20.8,62.400000000000006,8.5,178,10.470588235294118,30,1,2,14,14,6.912941176470589,40.0,0.85,1,2011-09-02 14:23:00,2011-11-29 10:36:00,11,87,228.75,89.0,7.0,0.3333333333333333
12377,1628.12,21.144415584415583,16.5,80.0,5.04,944,12.25974025974026,24,2,2,72,72,2.718831168831169,40.0,0.21,1,2010-12-20 09:37:00,2011-01-28 15:45:00,315,39,814.06,472.0,36.0,0.0
12378,4008.62,18.30420091324201,16.5,69.36,4.68,2529,11.547945205479452,288,1,1,219,219,2.9974429223744297,16.95,0.21,1,2011-08-02 10:34:00,2011-08-02 10:34:00,130,0,4008.62,2529.0,219.0,0.0
12379,852.24,21.306,16.97,76.19999999999999,8.5,407,10.175,48,2,2,39,39,2.86625,15.0,0.55,1,2011-06-22 16:32:00,2011-09-19 10:09:00,82,88,426.12,203.5,19.5,0.3333333333333333
12380,2724.81,26.200096153846154,17.700000000000003,157.92000000000002,7.800000000000001,1127,10.836538461538462,48,2,4,77,77,3.378653846153846,24.95,0.42,1,2011-06-07 09:49:00,2011-11-18 11:27:00,22,164,681.2025,281.75,19.25,0.2
12381,1845.31,21.21045977011494,16.8,240.0,4.5,808,9.28735632183908,36,1,5,70,70,4.683218390804598,40.0,0.39,1,2011-08-12 09:57:00,2011-12-05 12:44:00,5,115,369.062,161.6,14.0,0.6666666666666666
12383,1850.56,18.69252525252525,15.600000000000001,72.0,5.04,1532,15.474747474747474,144,1,5,84,84,3.086969696969697,18.0,0.12,1,2010-12-22 14:28:00,2011-06-08 08:02:00,185,167,370.11199999999997,306.4,16.8,0.16666666666666666
12384,585.27,21.676666666666666,17.0,80.0,6.64,126,4.666666666666667,12,1,2,26,26,7.87925925925926,40.0,0.83,1,2011-08-10 11:23:00,2011-11-11 08:39:00,29,92,292.635,63.0,13.0,1.0
12386,401.9,40.19,30.0,75.0,17.700000000000003,354,35.4,120,4,2,10,10,2.391,6.75,0.36,1,2010-12-08 09:53:00,2011-01-06 12:37:00,338,29,200.95,177.0,5.0,0.0
12388,2780.66,27.8066,19.919999999999998,81.36,9.36,1462,14.62,96,3,6,57,58,2.7777,11.15,0.19,1,2011-01-17 11:12:00,2011-11-24 12:30:00,16,311,463.4433333333333,243.66666666666666,9.5,0.0
12390,549.84,17.1825,16.775,45.0,7.800000000000001,353,11.03125,36,1,1,32,32,3.996875,16.95,0.42,1,2011-09-21 09:33:00,2011-09-21 09:33:00,80,0,549.84,353.0,32.0,0.0
12391,460.89,4.6089,2.95,29.5,0.83,300,3.0,28,1,1,92,92,2.4599,16.95,0.21,1,2011-11-18 12:07:00,2011-11-18 12:07:00,22,0,460.89,300.0,92.0,0.0
12393,1582.6000000000001,24.728125000000002,17.700000000000003,141.60000000000002,10.2,816,12.75,48,3,4,47,49,2.2796875,4.95,0.55,1,2011-01-11 09:47:00,2011-09-28 15:41:00,72,260,395.65000000000003,204.0,11.75,0.0
12394,1272.48,47.12888888888889,19.799999999999997,266.24,6.8,819,30.333333333333332,256,2,2,26,26,3.3707407407407404,18.0,0.72,2,2011-05-06 14:01:00,2011-10-07 08:08:00,64,153,636.24,409.5,13.0,0.0
12395,3018.63,19.350192307692307,16.6,76.5,2.5,2118,13.576923076923077,120,1,12,91,91,3.9688461538461537,39.95,0.19,1,2010-12-03 16:35:00,2011-11-20 15:21:00,19,351,251.5525,176.5,7.583333333333333,0.2
12397,2409.9,19.126190476190477,16.5,127.5,5.04,1263,10.023809523809524,36,1,2,110,110,3.4682539682539684,16.95,0.29,1,2011-07-27 14:21:00,2011-11-04 09:52:00,36,99,1204.95,631.5,55.0,0.0
12398,1635.6599999999999,19.24305882352941,15.0,200.0,6.64,1394,16.4,36,4,1,85,85,1.992705882352941,40.0,0.39,1,2011-10-25 10:27:00,2011-10-25 10:27:00,46,0,1635.6599999999999,1394.0,85.0,0.0
12399,1108.65,18.790677966101697,16.5,70.2,8.4,1178,19.966101694915253,108,1,4,47,47,2.1145762711864404,15.0,0.42,1,2011-03-23 09:42:00,2011-08-12 13:15:00,119,142,277.1625,294.5,11.75,0.0
12401,84.3,16.86,15.0,25.5,10.95,11,2.2,4,1,1,5,5,9.68,15.0,3.75,1,2011-02-09 13:50:00,2011-02-09 13:50:00,303,0,84.3,11.0,5.0,0.0
12402,225.6,20.509090909090908,19.5,35.400000000000006,9.899999999999999,94,8.545454545454545,12,2,1,11,11,3.290909090909091,15.0,1.65,1,2011-01-20 13:49:00,2011-01-20 13:49:00,323,0,225.6,94.0,11.0,0.0
12403,427.7,85.53999999999999,83.0,166.0,9.9,96,19.2,40,2,1,5,5,7.080000000000001,18.0,4.15,1,2011-10-21 10:51:00,2011-10-21 10:51:00,50,0,427.7,96.0,5.0,0.5
12405,1710.39,31.67388888888889,19.799999999999997,320.0,9.959999999999999,857,15.87037037037037,48,2,1,54,54,3.5442592592592597,40.0,0.29,1,2011-07-14 08:52:00,2011-07-14 08:52:00,149,0,1710.39,857.0,54.0,0.0
12406,3415.3,32.52666666666667,24.96,145.0,5.04,1818,17.314285714285713,100,4,2,92,91,2.487047619047619,14.95,0.29,1,2011-06-09 10:23:00,2011-11-17 19:22:00,22,161,1707.65,909.0,46.0,1.0
12407,1708.1200000000001,22.183376623376624,17.4,90.0,2.88,1416,18.38961038961039,272,1,5,57,57,3.2674025974025973,18.0,0.12,1,2011-03-20 13:21:00,2011-10-21 10:11:00,50,214,341.624,283.2,11.4,0.0
12408,2888.55,27.51,18.0,122.39999999999999,2.88,1409,13.41904761904762,64,2,5,81,81,3.0228571428571427,16.95,0.12,1,2011-03-24 14:46:00,2011-11-07 12:27:00,33,227,577.71,281.8,16.2,0.8888888888888888
12409,11072.67,101.58412844036697,88.80000000000001,300.0,2.88,5551,50.92660550458716,144,1,3,91,91,3.574495412844037,14.95,0.12,1,2011-06-10 12:19:00,2011-09-22 10:38:00,79,103,3690.89,1850.3333333333333,30.333333333333332,0.7142857142857143
12410,693.3299999999999,26.666538461538458,17.55,160.0,10.08,211,8.115384615384615,24,2,2,26,26,6.335384615384616,40.0,0.42,1,2011-02-04 10:38:00,2011-02-04 10:39:00,309,0,346.66499999999996,105.5,13.0,0.6666666666666666
12412,1226.88,20.112786885245903,16.6,50.400000000000006,5.04,829,13.59016393442623,48,1,3,43,44,2.7137704918032783,18.0,0.29,1,2011-06-23 13:51:00,2011-09-26 10:16:00,75,94,408.96000000000004,276.3333333333333,14.333333333333334,0.0
12413,758.1,19.95,17.85,54.0,7.800000000000001,286,7.526315789473684,24,1,3,29,29,4.798421052631579,29.95,0.65,1,2011-01-06 16:12:00,2011-10-04 09:00:00,67,270,252.70000000000002,95.33333333333333,9.666666666666666,0.4
12414,562.41,31.244999999999997,25.5,79.2,7.56,300,16.666666666666668,48,1,3,16,16,8.57,40.0,0.21,1,2011-02-02 14:51:00,2011-05-06 14:51:00,217,93,187.47,100.0,5.333333333333333,0.0
12415,124914.53,174.95032212885152,135.0,1718.4,0.42,77374,108.36694677871148,1152,1,21,444,451,2.9370868347338934,350.0,0.19,1,2011-01-06 11:12:00,2011-11-15 14:22:00,24,313,5948.310952380953,3684.4761904761904,21.142857142857142,2.3846153846153846
12417,3649.1,19.005729166666665,16.55,84.0,4.5600000000000005,1552,8.083333333333334,50,1,9,158,159,5.337916666666666,29.95,0.19,2,2010-12-17 11:51:00,2011-12-06 14:52:00,3,354,405.4555555555555,172.44444444444446,17.555555555555557,0.5
12418,668.58,19.664117647058823,15.0,68.0,5.04,407,11.970588235294118,48,2,1,34,34,3.5644117647058824,9.95,0.29,1,2011-08-19 11:08:00,2011-08-19 11:08:00,113,0,668.58,407.0,34.0,0.0
12420,600.39,20.70310344827586,19.8,39.8,10.08,345,11.89655172413793,96,1,1,29,29,4.707241379310345,16.95,0.12,1,2011-10-07 08:55:00,2011-10-07 08:55:00,64,0,600.39,345.0,29.0,0.0
12421,807.04,17.93422222222222,15.299999999999999,56.0,5.04,484,10.755555555555556,48,1,4,32,32,4.520222222222222,28.0,0.39,1,2011-01-24 15:09:00,2011-11-24 09:07:00,16,303,201.76,121.0,8.0,0.2
12422,803.5600000000001,20.604102564102565,17.700000000000003,120.0,8.5,370,9.487179487179487,24,3,3,39,39,3.26025641025641,40.0,0.75,2,2011-01-19 09:13:00,2011-09-05 09:48:00,96,229,267.85333333333335,123.33333333333333,13.0,0.0
12423,1859.31,14.87448,14.850000000000001,45.0,4.68,1339,10.712,24,1,8,97,96,2.9135999999999997,16.95,0.29,1,2010-12-21 10:54:00,2011-12-09 10:10:00,1,352,232.41375,167.375,12.125,0.1111111111111111
12424,1760.96,58.69866666666667,32.4,306.0,9.899999999999999,740,24.666666666666668,144,3,2,30,30,2.780666666666667,6.95,0.83,1,2011-06-30 12:06:00,2011-06-30 12:06:00,163,0,880.48,370.0,15.0,0.0
12425,777.2,21.58888888888889,16.75,70.80000000000001,8.5,496,13.777777777777779,48,2,1,36,36,2.5644444444444443,12.75,0.42,1,2011-09-22 17:31:00,2011-09-22 17:31:00,78,0,777.2,496.0,36.0,0.0
12426,582.73,19.424333333333333,17.700000000000003,72.0,2.5,258,8.6,25,1,1,30,30,3.9363333333333332,18.0,0.1,1,2011-05-29 12:26:00,2011-05-29 12:26:00,195,0,582.73,258.0,30.0,0.0
12427,825.8,26.638709677419353,19.799999999999997,68.0,12.48,533,17.193548387096776,288,2,3,26,26,4.589032258064516,18.0,0.21,1,2010-12-03 10:44:00,2011-11-18 08:56:00,22,349,275.26666666666665,177.66666666666666,8.666666666666666,0.8
12428,7956.46,27.062789115646257,17.700000000000003,551.2,2.34,3536,12.02721088435374,48,2,9,258,259,4.627414965986395,275.6,0.12,1,2011-03-01 09:33:00,2011-11-14 08:22:00,26,257,884.0511111111111,392.8888888888889,28.666666666666668,0.5
12429,3750.4,38.66391752577319,25.5,183.60000000000002,4.68,1557,16.051546391752577,120,2,4,82,82,3.6307216494845362,28.0,0.29,2,2010-12-09 12:05:00,2011-11-30 17:22:00,9,356,937.6,389.25,20.5,0.0
12430,256.4,23.30909090909091,17.4,47.8,9.959999999999999,117,10.636363636363637,24,1,1,11,11,6.225454545454546,40.0,0.42,1,2011-10-27 15:09:00,2011-10-27 15:09:00,43,0,256.4,117.0,11.0,0.0
12431,6487.45,27.606170212765957,17.4,601.44,5.04,2906,12.36595744680851,336,1,15,163,163,3.785063829787234,16.95,0.42,2,2010-12-01 10:03:00,2011-11-04 11:55:00,36,338,432.49666666666667,193.73333333333332,10.866666666666667,0.2222222222222222
12432,5059.32,46.845555555555556,20.6,700.0,4.68,1801,16.675925925925927,96,1,5,107,107,10.550833333333333,700.0,0.29,1,2011-06-20 13:27:00,2011-10-28 11:43:00,43,129,1011.8639999999999,360.2,21.4,0.0
12433,13375.87,31.847309523809525,23.4,203.52,2.88,11071,26.35952380952381,240,2,7,219,222,2.1927380952380955,14.95,0.1,1,2010-12-01 13:24:00,2011-12-09 10:02:00,1,372,1910.8385714285716,1581.5714285714287,31.285714285714285,0.0
12434,806.14,16.122799999999998,15.9,47.6,4.68,394,7.88,24,2,2,46,46,3.6726,9.95,0.39,1,2011-03-24 13:05:00,2011-09-16 12:38:00,85,175,403.07,197.0,23.0,1.0
12435,7829.89,217.49694444444447,179.0,428.40000000000003,39.0,2055,57.083333333333336,240,8,2,31,31,5.479166666666667,14.95,1.06,1,2011-03-17 07:40:00,2011-09-21 09:06:00,80,188,3914.945,1027.5,15.5,0.0
12436,509.01,31.813125,32.19,80.0,12.600000000000001,211,13.1875,24,2,1,16,16,5.2675,40.0,0.55,1,2011-09-01 12:09:00,2011-09-01 12:09:00,100,0,509.01,211.0,16.0,0.0
12437,4951.41,24.88145728643216,19.799999999999997,131.39999999999998,4.68,2922,14.683417085427136,120,1,18,118,119,4.0125628140703515,18.0,0.21,1,2011-01-12 14:13:00,2011-12-08 11:35:00,2,329,275.0783333333333,162.33333333333334,6.555555555555555,0.05263157894736842
12438,2906.85,29.66173469387755,19.799999999999997,320.0,2.88,1180,12.040816326530612,48,1,2,84,85,3.894897959183673,40.0,0.06,1,2011-07-22 13:29:00,2011-11-25 13:28:00,14,125,1453.425,590.0,42.0,0.0
12441,173.55,15.77727272727273,17.700000000000003,23.25,10.5,121,11.0,25,1,1,11,11,3.700909090909091,18.0,0.42,1,2010-12-08 10:45:00,2010-12-08 10:45:00,367,0,173.55,121.0,11.0,0.0
12442,172.06,14.338333333333333,10.35,30.0,4.68,182,15.166666666666666,25,1,1,12,12,3.34,28.0,0.39,1,2011-12-06 14:22:00,2011-12-06 14:22:00,3,0,172.06,182.0,12.0,0.0
12444,5005.46,28.440113636363638,17.700000000000003,320.0,5.8,1153,6.551136363636363,24,1,5,138,138,6.3586931818181816,40.0,0.65,1,2011-06-21 14:00:00,2011-11-18 13:23:00,21,149,1001.092,230.6,27.6,0.0
12445,133.4,33.35,30.0,56.0,17.4,62,15.5,24,2,1,4,4,7.9875,28.0,1.25,1,2011-11-17 18:43:00,2011-11-17 18:43:00,22,0,133.4,62.0,4.0,0.0
12446,1002.3100000000001,17.584385964912283,16.5,38.25,5.04,351,6.157894736842105,12,2,1,57,57,4.352631578947368,14.95,0.42,1,2011-10-13 12:50:00,2011-10-13 12:50:00,58,0,1002.3100000000001,351.0,57.0,0.0
12447,476.49,18.326538461538462,17.700000000000003,45.0,6.8,190,7.3076923076923075,12,2,1,26,26,3.5742307692307693,15.0,0.85,1,2011-04-10 13:25:00,2011-04-10 13:25:00,243,0,476.49,190.0,26.0,0.0
12448,449.45,20.429545454545455,15.45,84.0,4.5600000000000005,243,11.045454545454545,24,1,1,22,22,5.951818181818182,65.0,0.19,1,2011-10-26 13:46:00,2011-10-26 13:46:00,44,0,449.45,243.0,22.0,0.0
12449,4067.29,21.294712041884818,17.34,165.0,4.32,1553,8.13089005235602,24,1,4,118,119,3.694712041884817,18.0,0.18,1,2011-06-05 15:37:00,2011-11-17 13:46:00,22,164,1016.8225,388.25,29.5,0.0
12450,197.88,24.735,20.73,66.0,9.959999999999999,128,16.0,40,6,2,7,7,1.6175,2.55,0.83,1,2011-06-19 14:36:00,2011-07-06 14:41:00,156,17,98.94,64.0,3.5,0.0
12451,9035.52,25.524067796610172,19.799999999999997,244.79999999999998,2.88,6575,18.573446327683616,120,1,5,265,265,2.450084745762712,40.0,0.12,1,2011-01-19 09:05:00,2011-11-29 08:40:00,11,313,1807.104,1315.0,53.0,0.16666666666666666
12452,430.57,19.571363636363635,16.6,80.0,2.0,185,8.409090909090908,24,2,2,21,21,4.485,40.0,0.42,1,2011-11-23 08:05:00,2011-11-23 10:28:00,17,0,215.285,92.5,10.5,0.3333333333333333
12453,707.09,16.443953488372095,15.299999999999999,30.0,9.9,473,11.0,25,2,1,43,43,2.393255813953488,6.75,0.42,1,2011-07-28 14:08:00,2011-07-28 14:08:00,134,0,707.09,473.0,43.0,0.0
12454,3528.34,235.22266666666667,250.0,417.5,66.4,1006,67.06666666666666,288,10,1,15,15,7.282,41.75,1.25,1,2011-10-14 17:13:00,2011-10-14 17:13:00,56,0,3528.34,1006.0,15.0,7.5
12455,2466.86,27.409555555555556,17.4,158.4,6.8,2089,23.211111111111112,288,1,6,85,85,3.173333333333334,28.0,0.42,2,2011-02-16 09:56:00,2011-09-27 15:31:00,73,223,411.1433333333334,348.1666666666667,14.166666666666666,0.0
12456,3181.04,25.44832,17.4,280.0,4.5600000000000005,1633,13.064,72,2,3,105,105,3.62456,40.0,0.19,1,2011-03-30 09:12:00,2011-10-26 14:41:00,44,210,1060.3466666666666,544.3333333333334,35.0,1.0
12457,2363.23,38.11661290322581,19.9,196.35,5.04,843,13.596774193548388,100,1,7,53,53,5.357096774193548,40.0,0.42,2,2011-04-14 18:57:00,2011-10-04 13:13:00,66,172,337.6042857142857,120.42857142857143,7.571428571428571,0.4166666666666667
12458,947.4,24.931578947368422,16.75,80.0,9.899999999999999,506,13.31578947368421,72,2,2,35,35,4.326315789473685,40.0,0.21,1,2011-02-28 10:55:00,2011-09-29 15:25:00,71,213,473.7,253.0,17.5,0.0
12461,826.88,23.62514285714286,15.0,200.0,4.5600000000000005,287,8.2,24,2,2,35,35,4.258857142857143,40.0,0.19,1,2011-07-08 10:23:00,2011-09-06 16:57:00,94,60,413.44,143.5,17.5,0.0
12462,1189.59,19.186935483870965,15.75,168.0,9.899999999999999,536,8.64516129032258,48,1,2,51,52,4.689516129032258,28.0,0.39,1,2011-02-09 14:44:00,2011-11-21 09:11:00,19,284,594.795,268.0,25.5,2.5
12463,1344.78,16.202168674698793,15.0,36.0,4.68,776,9.349397590361447,24,1,4,65,65,3.0434939759036146,18.0,0.39,1,2011-04-12 12:47:00,2011-10-17 13:44:00,53,188,336.195,194.0,16.25,0.7142857142857143
12464,1212.05,41.79482758620689,30.599999999999998,119.6,15.0,112,3.8620689655172415,12,1,8,6,6,11.832758620689654,16.95,2.55,1,2011-02-03 13:30:00,2011-11-29 13:33:00,10,299,151.50625,14.0,0.75,0.0
12465,742.1899999999999,15.79127659574468,15.0,40.8,5.04,479,10.191489361702128,48,2,2,46,46,2.76,15.0,0.42,1,2011-06-23 13:37:00,2011-11-22 16:34:00,17,152,371.09499999999997,239.5,23.0,1.3333333333333333
12468,729.5400000000001,19.19842105263158,16.55,70.80000000000001,5.04,366,9.631578947368421,36,2,2,36,36,3.5149999999999997,18.0,0.42,1,2011-01-27 13:29:00,2011-06-05 11:36:00,188,128,364.77000000000004,183.0,18.0,0.6666666666666666
12471,19824.05,43.09576086956522,21.45,876.0,5.04,8212,17.85217391304348,100,1,30,150,153,4.300369565217392,240.0,0.21,1,2010-12-10 09:35:00,2011-12-07 15:43:00,2,362,660.8016666666666,273.73333333333335,5.0,1.4489795918367347
12472,6572.11,19.386755162241887,15.299999999999999,126.0,2.88,4148,12.23598820058997,48,1,7,219,221,2.397669616519174,18.0,0.12,1,2010-12-05 14:19:00,2011-11-07 14:01:00,32,336,938.8728571428571,592.5714285714286,31.285714285714285,4.0
12473,3938.5499999999997,23.443749999999998,15.600000000000001,549.34,4.5600000000000005,2439,14.517857142857142,96,1,5,140,140,8.323928571428572,549.34,0.19,1,2011-06-01 10:15:00,2011-11-10 13:46:00,29,162,787.7099999999999,487.8,28.0,1.2222222222222223
12474,7375.79,17.395731132075472,15.299999999999999,72.0,2.2800000000000002,4847,11.431603773584905,100,1,18,253,254,2.8656603773584903,35.95,0.04,1,2011-01-14 10:06:00,2011-11-22 14:39:00,17,312,409.7661111111111,269.27777777777777,14.055555555555555,1.1
12475,723.38,20.093888888888888,17.325,54.0,4.0,535,14.86111111111111,100,2,1,36,36,2.941111111111111,18.0,0.04,1,2011-10-17 10:10:00,2011-10-17 10:10:00,54,0,723.38,535.0,36.0,0.0
12476,6816.42,29.255021459227468,19.95,198.0,3.95,2408,10.334763948497853,48,1,11,177,178,4.831030042918456,19.95,0.39,1,2010-12-13 14:39:00,2011-11-24 12:40:00,16,345,619.6745454545454,218.9090909090909,16.09090909090909,1.55
12477,13219.74,44.065799999999996,26.32,390.0,5.04,3653,12.176666666666666,120,2,6,191,193,4.3832,16.95,0.42,1,2011-02-11 12:45:00,2011-11-17 09:51:00,23,278,2203.29,608.8333333333334,31.833333333333332,0.8888888888888888
12478,680.99,18.91638888888889,16.5,135.0,5.04,236,6.555555555555555,12,2,1,36,36,4.537777777777778,45.0,0.42,1,2011-12-06 09:56:00,2011-12-06 09:56:00,4,0,680.99,236.0,36.0,0.0
12479,527.2,17.006451612903227,15.600000000000001,54.0,4.5600000000000005,385,12.419354838709678,24,2,1,31,31,2.6687096774193546,18.0,0.19,1,2011-11-28 13:26:00,2011-11-28 13:26:00,11,0,527.2,385.0,31.0,1.3333333333333333
12480,3281.63,21.309285714285714,15.7,316.79999999999995,2.5,1707,11.084415584415584,192,1,4,129,129,3.1344155844155845,18.0,0.1,1,2011-01-07 15:27:00,2011-11-11 14:52:00,28,307,820.4075,426.75,32.25,0.0
12481,5596.32,25.789493087557602,18.0,144.0,4.5600000000000005,3304,15.225806451612904,75,1,10,150,152,3.4149769585253456,18.0,0.19,1,2010-12-09 10:13:00,2011-11-17 08:29:00,23,342,559.632,330.4,15.0,0.09090909090909091
12483,2484.98,33.133066666666664,25.200000000000003,200.0,6.959999999999999,1110,14.8,48,1,8,46,46,5.198133333333334,40.0,0.19,1,2011-01-04 14:20:00,2011-11-22 17:02:00,17,322,310.6225,138.75,5.75,0.46153846153846156
12484,4541.72,13.126358381502891,9.899999999999999,196.0,0.83,2191,6.332369942196531,60,1,6,256,257,3.126098265895954,28.0,0.19,1,2011-01-07 14:04:00,2011-11-07 11:37:00,33,303,756.9533333333334,365.1666666666667,42.666666666666664,0.5
12488,1298.66,23.612000000000002,17.0,84.75,4.5600000000000005,529,9.618181818181819,36,2,3,46,46,3.7347272727272727,18.0,0.19,1,2011-09-25 10:34:00,2011-11-30 08:50:00,10,65,432.8866666666667,176.33333333333334,15.333333333333334,0.0
